id,sales_volume,user_rating
P407,497,2.97
P408,986,3.73
P409,999,2.83
P410,250,4.95
P411,269,3.91
P412,181,4.95
P413,972,1.55
P414,337,2.68
P415,235,2.95
P416,752,3.98
P417,486,3.5
P418,422,2.61
P419,110,4.63
P420,896,2.84
P421,124,1.65
P422,413,3.55
P423,222,3.34
P424,516,4.41
P425,576,3.15
P426,866,1.51
P427,137,1.38
P428,793,1.78
P429,711,1.29
P430,222,1.67
P431,114,5.0
P432,638,2.35
P433,701,1.73
P434,565,2.62
P435,761,1.47
P436,701,1.32
P437,78,2.86
P438,572,4.92
P439,87,4.87
P440,434,4.18
P441,26,1.12
P442,800,4.68
P443,416,4.97
P444,372,2.8
P445,51,4.72
P446,981,2.57
P447,808,3.78
P448,400,1.3
P449,364,4.4
P450,173,2.86
P451,827,3.46
P452,28,3.92
P453,650,4.32
P454,78,1.44
P455,653,1.54
P456,181,2.62
P457,820,3.53
P458,305,1.78
P459,364,3.29
P460,67,1.04
P461,996,2.32
P462,59,4.82
P463,412,1.21
P464,453,2.83
P465,846,3.54
P466,187,4.41
P467,716,3.32
P468,382,1.33
P469,515,3.08
P470,815,4.7
P471,675,3.94
P472,331,1.99
P473,334,4.7
P474,465,2.7
P475,186,3.26
P476,902,4.95
P477,578,3.47
P478,702,1.52
P479,694,3.58
P480,149,3.39
P481,617,3.86
P482,506,1.4
P483,988,3.24
P484,725,3.11
P485,811,3.79
P486,179,1.36
P487,91,4.09
P488,274,2.03
P489,117,1.08
P490,776,3.17
P491,188,4.03
P492,338,1.37
P493,571,4.55
P494,890,2.31
P495,861,4.35
P496,895,1.38
P497,287,3.13
P498,919,3.66
P499,47,3.48
P500,887,1.49
P501,938,3.03
P502,57,3.52
P503,907,4.99
P504,456,1.83
P505,737,2.55
P506,911,4.83
P507,503,1.5
P508,770,2.65
P509,500,4.46
P510,832,2.65
P511,611,1.18
P512,819,4.06
P513,580,4.35
P514,104,1.63
P515,970,2.75
P516,460,4.11
P517,862,2.27
P518,75,4.95
P519,629,4.41
P520,966,3.34
P521,484,1.14
P522,62,1.45
P523,990,3.95
P524,206,3.73
P525,349,3.93
P526,888,4.05
P527,733,4.27
P528,103,1.4
P529,712,2.93
P530,127,4.78
P531,933,3.56
P532,315,1.87
P533,315,2.92
P534,662,4.9
P535,395,4.39
P536,747,3.72
P537,340,4.96
P538,56,2.22
P539,451,1.09
P540,614,1.82
P541,598,1.57
P542,2,3.54
P543,4,4.63
P544,367,3.66
P545,342,2.53
P546,194,4.02
P547,525,4.05
P548,404,4.35
P549,464,3.4
P550,434,3.65
P551,161,3.59
P552,886,4.4
P553,314,1.04
P554,581,4.0
P555,439,2.73
P556,77,3.83
P557,64,4.09
P558,584,4.49
P559,233,4.22
P560,341,3.72
P561,269,1.12
P562,527,4.16
P563,590,2.43
P564,95,2.96
P565,798,3.18
P566,790,1.91
P567,845,1.75
P568,140,4.61
P569,225,3.11
P570,409,2.61
P571,759,2.06
P572,724,4.2
P573,336,2.68
P574,890,1.19
P575,163,3.98
P576,324,2.28
P577,82,4.83
P578,710,4.27
P579,903,1.21
P580,257,2.4
P581,298,3.64
P582,623,4.64
P583,893,2.72
P584,658,4.96
P585,361,3.99
P586,709,3.3
P587,199,1.22
P588,825,4.81
P589,7,4.69
P590,577,2.51
P591,395,1.09
P592,650,3.39
P593,283,1.0
P594,609,3.02
P595,757,3.2
P596,975,3.43
P597,804,2.77
P598,320,1.13
P599,267,4.01
P600,616,4.2
P601,101,4.51
P602,138,4.69
P603,671,4.03
P604,962,3.56
P605,828,4.6
P606,701,1.08
P607,409,3.0
P608,863,4.73
P609,855,1.81
P610,944,4.22
P611,251,2.14
P612,475,3.02
P613,241,1.09
P614,619,2.51
P615,560,4.09
P616,366,4.52
P617,696,2.67
P618,104,4.9
P619,659,1.85
P620,839,2.21
P621,480,3.45
P622,886,2.06
P623,625,4.0
P624,503,1.15
P625,500,2.25
P626,49,1.69
P627,31,2.83
P628,415,2.95
P629,963,3.22
P630,322,4.66
P631,277,1.27
P632,906,4.07
P633,977,3.22
P634,187,4.85
P635,627,4.03
P636,238,3.07
P637,316,4.77
P638,557,3.01
P639,348,4.54
P640,118,4.67
P641,875,2.02
P642,290,2.26
P643,763,2.31
P644,438,4.36
P645,803,4.72
P646,816,1.38
P647,295,1.5
P648,802,3.02
P649,275,1.88
P650,560,3.49
P651,831,4.41
P652,889,3.22
P653,68,1.85
P654,826,4.23
P655,967,1.87
P656,358,1.78
P657,859,3.89
P658,612,4.45
P659,821,3.68
P660,125,3.48
P661,319,3.59
P662,526,3.77
P663,902,3.05
P664,142,3.61
P665,652,1.98
P666,296,1.5
P667,958,4.71
P668,453,2.99
P669,781,4.78
P670,82,3.96
P671,946,2.46
P672,487,1.89
P673,495,2.69
P674,268,1.35
P675,295,3.56
P676,422,2.32
P677,287,2.31
P678,500,2.52
P679,218,4.91
P680,773,2.58
P681,556,3.59
P682,434,2.41
P683,233,1.7
P684,682,1.41
P685,801,2.54
P686,675,2.26
P687,876,4.94
P688,131,1.74
P689,754,3.42
P690,788,3.69
P691,310,2.36
P692,514,4.07
P693,767,4.51
P694,515,3.92
P695,603,4.93
P696,319,2.59
P697,263,2.02
P698,95,2.03
P699,568,4.3
P700,932,3.47
P701,172,4.23
P702,823,2.25
P703,303,4.33
P704,186,4.38
P705,155,3.48
P706,758,3.69
P707,349,1.97
P708,386,3.74
P709,662,1.6
P710,143,4.0
P711,610,4.3
P712,748,4.52
P713,439,1.33
P714,373,1.13
P715,864,3.45
P716,807,1.97
P717,54,1.26
P718,762,2.85
P719,72,4.7
P720,994,4.66
P721,315,4.89
P722,796,1.74
P723,485,2.39
P724,86,4.49
P725,888,3.16
P726,368,2.38
P727,71,2.89
P728,639,4.78
P729,220,4.04
P730,823,1.81
P731,584,4.21
P732,680,3.76
P733,195,3.86
P734,517,4.59
P735,569,2.26
P736,512,1.98
P737,138,4.14
P738,6,2.2
P739,318,4.15
P740,85,1.04
P741,109,3.29
P742,935,1.77
P743,512,2.09
P744,670,4.21
P745,959,1.89
P746,101,2.38
P747,85,3.67
P748,633,1.74
P749,153,1.1
P750,650,4.29
P751,243,1.89
P752,215,1.79
P753,308,2.64
P754,287,4.79
P755,938,1.05
P756,306,4.03
P757,891,4.76
P758,769,4.64
P759,66,4.34
P760,284,2.09
P761,692,4.09
P762,255,2.94
P763,844,3.17
P764,121,4.08
P765,270,3.84
P766,418,3.77
P767,261,1.84
P768,673,3.72
P769,888,3.2
P770,299,3.69
P771,667,1.32
P772,452,3.29
P773,874,3.34
P774,351,1.54
P775,126,3.75
P776,4,3.33
P777,932,4.65
P778,277,4.47
P779,976,2.83
P780,219,3.3
P781,880,4.12
P782,800,4.0
P783,346,2.4
P784,410,1.94
P785,794,1.11
P786,702,3.38
P787,960,1.12
P788,85,2.45
P789,247,4.37
P790,26,2.86
P791,870,1.36
P792,924,3.31
P793,979,3.36
P794,355,3.16
P795,655,4.99
P796,918,4.26
P797,107,4.12
P798,976,2.9
P799,40,4.39
P800,936,2.56
P801,98,4.01
P802,133,2.28
P803,830,1.6
P804,198,2.43
P805,149,2.55
P806,480,1.32
P807,617,2.51
P808,347,2.12
P809,1,1.33
P810,170,1.35
P811,881,2.41
P812,437,1.58
P813,902,1.75
P814,296,4.64
P815,552,1.7
P816,166,4.69
P817,157,2.98
P818,814,1.98
P819,762,4.35
P820,621,2.16
P821,462,3.43
P822,927,4.97
P823,174,2.03
P824,721,1.77
P825,294,4.31
P826,53,1.96
P827,120,1.48
P828,469,1.57
P829,721,1.7
P830,594,4.2
P831,25,3.53
P832,89,4.0
P833,219,1.28
P834,516,4.26
P835,539,1.96
P836,573,4.63
P837,931,4.37
P838,348,2.76
P839,877,3.57
P840,325,1.84
P841,952,3.47
P842,929,4.54
P843,520,2.53
P844,756,2.84
P845,216,4.25
P846,506,1.14
P847,779,1.16
P848,307,1.61
P849,554,3.35
P850,621,1.79
P851,560,2.95
P852,920,1.07
P853,885,4.75
P854,745,2.19
P855,822,4.23
P856,856,4.64
P857,49,2.33
P858,838,3.65
P859,605,4.33
P860,57,2.77
P861,252,4.41
P862,837,4.19
P863,143,4.87
P864,456,2.86
P865,129,1.43
P866,729,3.8
P867,872,1.17
P868,692,2.09
P869,141,3.05
P870,609,3.76
P871,369,3.81
P872,940,2.54
P873,861,1.71
P874,111,2.36
P875,265,2.32
P876,211,1.99
P877,140,1.67
P878,391,3.9
P879,147,4.76
P880,672,2.62
P881,907,4.77
P882,561,1.4
P883,308,3.33
P884,538,3.51
P885,3,3.93
P886,741,3.0
P887,996,1.25
P888,186,3.75
P889,63,1.33
P890,351,3.27
P891,878,2.96
P892,79,4.16
P893,262,2.18
P894,808,4.55
P895,317,1.53
P896,384,4.35
P897,152,4.36
P898,782,2.11
P899,402,1.29
P900,802,3.89
P901,820,2.08
P902,744,1.21
P903,229,2.12
P904,483,1.55
P905,621,2.56
P906,444,2.78
P907,604,3.63
P908,181,3.37
P909,686,1.74
P910,767,1.52
P911,367,2.08
P912,692,1.73
P913,769,1.33
P914,323,1.82
P915,152,3.45
P916,94,4.36
P917,535,2.89
P918,8,2.02
P919,450,3.18
P920,94,3.36
P921,590,3.52
P922,307,1.41
P923,507,4.27
P924,352,2.6
P925,534,1.48
P926,237,4.04
P927,594,4.95
P928,882,2.93
P929,434,2.52
P930,467,3.67
P931,954,4.68
P932,676,4.58
P933,196,1.29
P934,847,4.08
P935,232,1.13
P936,479,3.11
P937,6,2.84
P938,19,1.05
P939,89,4.18
P940,402,2.93
P941,173,2.94
P942,653,2.56
P943,776,4.72
P944,351,2.93
P945,772,4.68
P946,459,4.17
P947,441,2.2
P948,583,2.08
P949,175,2.91
P950,362,1.52
P951,571,2.05
P952,868,3.17
P953,381,1.08
P954,748,1.53
P955,59,3.47
P956,712,4.66
P957,322,4.33
P958,621,2.89
P959,882,1.86
P960,399,4.61
P961,703,3.49
P962,372,3.47
P963,253,2.06
P964,464,3.21
P965,190,2.91
P966,126,4.41
P967,504,4.02
P968,217,3.81
P969,937,3.83
P970,773,4.83
P971,463,2.32
P972,753,2.54
P973,209,1.79
P974,32,1.04
P975,903,2.55
P976,46,1.54
P977,438,2.79
P978,9,4.28
P979,713,2.36
P980,360,2.08
P981,362,3.88
P982,423,3.55
P983,137,4.24
P984,56,1.27
P985,675,3.16
P986,353,3.63
P987,211,1.33
P988,879,1.68
P989,186,1.13
P990,186,1.68
P991,159,1.84
P992,517,1.03
P993,82,1.73
P994,140,4.29
P995,185,4.18
P996,618,4.81
P997,153,3.8
P998,777,4.27
P999,162,4.05
P1000,767,4.64
P1001,831,3.3
P1002,854,4.07
P1003,807,1.65
P1004,965,3.07
P1005,771,4.94
P1006,355,1.16
P1007,856,2.53
P1008,584,3.71
P1009,181,3.76
P1010,709,3.12
P1011,313,4.45
P1012,844,1.8
P1013,738,2.84
P1014,703,3.64
P1015,874,2.31
P1016,240,3.45
P1017,6,3.99
P1018,702,2.05
P1019,126,3.61
P1020,563,3.12
P1021,90,1.07
P1022,669,3.37
P1023,329,4.85
P1024,685,3.06
P1025,790,3.03
P1026,345,1.91
P1027,998,4.22
P1028,285,4.58
P1029,532,4.84
P1030,625,2.82
P1031,22,3.56
P1032,483,4.23
P1033,678,1.39
P1034,135,2.11
P1035,719,1.87
P1036,315,4.49
P1037,981,3.48
P1038,952,2.82
P1039,71,3.18
P1040,822,4.02
P1041,927,4.05
P1042,976,3.22
P1043,800,4.98
P1044,18,4.15
P1045,52,1.79
P1046,97,1.97
P1047,1000,1.69
P1048,518,3.12
P1049,942,2.21
P1050,506,3.01
P1051,862,2.61
P1052,459,3.21
P1053,332,4.89
P1054,778,4.37
P1055,387,1.88
P1056,309,2.24
P1057,291,3.62
P1058,615,4.4
P1059,58,3.35
P1060,27,1.43
P1061,66,4.46
P1062,347,3.2
P1063,602,3.29
P1064,908,3.08
P1065,442,3.22
P1066,224,3.66
P1067,700,4.38
P1068,330,1.28
P1069,683,1.85
P1070,756,1.52
P1071,923,2.73
P1072,336,4.45
P1073,750,3.67
P1074,384,1.54
P1075,488,4.47
P1076,422,4.68
P1077,180,1.85
P1078,275,1.99
P1079,538,1.1
P1080,272,1.31
P1081,947,2.81
P1082,974,1.89
P1083,565,4.67
P1084,69,1.52
P1085,179,1.33
P1086,654,4.07
P1087,864,3.46
P1088,661,4.7
P1089,62,1.37
P1090,872,4.65
P1091,365,2.77
P1092,23,3.26
P1093,917,3.25
P1094,74,3.24
P1095,998,1.73
P1096,94,2.66
P1097,680,4.24
P1098,685,4.57
P1099,762,1.17
P1100,699,2.03
P1101,851,1.76
P1102,688,1.32
P1103,339,1.89
P1104,633,2.17
P1105,301,3.16
P1106,365,2.53
P1107,956,1.68
P1108,17,4.47
P1109,178,2.72
P1110,350,1.63
P1111,333,3.16
P1112,658,3.56
P1113,767,3.45
P1114,165,2.55
P1115,750,3.7
P1116,566,1.31
P1117,11,2.11
P1118,975,3.52
P1119,528,4.57
P1120,536,2.96
P1121,31,3.48
P1122,92,1.49
P1123,447,1.66
P1124,270,2.22
P1125,317,4.54
P1126,980,2.71
P1127,805,4.46
P1128,551,4.68
P1129,274,1.47
P1130,53,1.24
P1131,951,4.59
P1132,956,2.37
P1133,741,2.53
P1134,168,4.85
P1135,475,3.71
P1136,985,1.55
P1137,203,2.15
P1138,911,4.75
P1139,779,1.14
P1140,756,2.01
P1141,682,1.82
P1142,442,4.83
P1143,356,2.94
P1144,277,4.69
P1145,149,1.62
P1146,958,2.56
P1147,450,4.48
P1148,212,2.85
P1149,4,1.42
P1150,709,3.22
P1151,800,4.66
P1152,765,4.71
P1153,266,1.53
P1154,100,3.99
P1155,144,2.44
P1156,277,1.57
P1157,678,1.13
P1158,323,3.26
P1159,282,1.19
P1160,172,1.34
P1161,166,2.91
P1162,86,4.93
P1163,301,3.21
P1164,874,4.77
P1165,302,3.9
P1166,801,3.05
P1167,606,2.06
P1168,88,3.76
P1169,488,3.04
P1170,387,4.75
P1171,395,3.92
P1172,697,4.48
P1173,966,1.82
P1174,74,1.25
P1175,605,1.99
P1176,264,1.65
P1177,103,2.12
P1178,723,4.39
P1179,79,2.75
P1180,218,1.77
P1181,600,2.77
P1182,273,2.66
P1183,702,2.74
P1184,314,4.87
P1185,539,2.81
P1186,996,2.13
P1187,270,2.34
P1188,874,4.32
P1189,542,3.37
P1190,159,4.5
P1191,27,3.08
P1192,736,4.87
P1193,805,3.44
P1194,830,4.57
P1195,568,1.77
P1196,882,4.98
P1197,657,2.11
P1198,78,3.41
P1199,289,2.53
P1200,151,4.58
P1201,15,2.27
P1202,516,1.15
P1203,27,3.15
P1204,660,3.39
P1205,119,1.49
P1206,759,3.69
P1207,396,3.32
P1208,461,1.73
P1209,159,1.83
P1210,481,4.44
P1211,46,4.67
P1212,177,4.83
P1213,134,3.68
P1214,792,4.44
P1215,94,4.79
P1216,765,4.0
P1217,349,2.33
P1218,203,4.52
P1219,55,1.5
P1220,292,4.63
P1221,645,3.98
P1222,73,1.38
P1223,773,2.39
P1224,933,3.92
P1225,400,2.38
P1226,785,1.52
P1227,163,4.34
P1228,805,1.22
P1229,20,2.07
P1230,369,3.8
P1231,980,2.35
P1232,307,1.02
P1233,539,4.83
P1234,227,2.08
P1235,991,1.91
P1236,324,2.38
P1237,693,2.58
P1238,886,4.4
P1239,314,1.07
P1240,537,2.97
P1241,734,3.92
P1242,892,1.61
P1243,744,3.37
P1244,783,3.82
P1245,499,3.05
P1246,43,2.33
P1247,649,4.29
P1248,101,1.37
P1249,906,3.58
P1250,618,4.33
P1251,711,4.64
P1252,881,4.27
P1253,134,1.21
P1254,611,3.17
P1255,822,3.09
P1256,836,4.84
P1257,581,4.29
P1258,614,1.88
P1259,675,1.0
P1260,408,2.92
P1261,225,2.2
P1262,322,4.97
P1263,639,2.82
P1264,380,3.86
P1265,162,2.46
P1266,202,1.23
P1267,371,4.02
P1268,156,3.44
P1269,70,2.26
P1270,61,4.63
P1271,798,4.58
P1272,646,1.95
P1273,915,3.7
P1274,860,4.7
P1275,455,4.53
P1276,507,3.34
P1277,35,4.83
P1278,163,3.18
P1279,838,3.9
P1280,668,1.45
P1281,46,3.07
P1282,848,1.3
P1283,189,1.97
P1284,19,2.08
P1285,100,3.77
P1286,149,4.59
P1287,36,3.7
P1288,250,4.92
P1289,543,4.56
P1290,772,2.26
P1291,532,1.4
P1292,643,2.37
P1293,519,1.36
P1294,750,2.76
P1295,169,4.25
P1296,672,2.53
P1297,523,4.37
P1298,785,1.55
P1299,588,3.09
P1300,378,2.1
P1301,692,2.28
P1302,36,4.17
P1303,257,4.8
P1304,534,3.89
P1305,674,3.11
P1306,194,4.09
P1307,828,4.98
P1308,868,1.93
P1309,559,2.26
P1310,286,4.26
P1311,781,2.7
P1312,980,4.11
P1313,757,3.17
P1314,971,2.2
P1315,822,3.32
P1316,445,3.58
P1317,105,1.68
P1318,831,2.32
P1319,804,3.46
P1320,290,4.12
P1321,504,1.41
P1322,60,1.06
P1323,768,4.66
P1324,266,3.9
P1325,847,2.54
P1326,135,4.32
P1327,474,1.28
P1328,445,1.0
P1329,700,4.3
P1330,762,3.96
P1331,910,3.41
P1332,10,4.77
P1333,778,4.42
P1334,36,1.93
P1335,233,2.85
P1336,378,2.41
P1337,901,4.79
P1338,246,4.06
P1339,426,3.87
P1340,798,1.05
P1341,21,4.03
P1342,375,1.55
P1343,736,4.31
P1344,712,2.68
P1345,41,2.57
P1346,461,1.06
P1347,588,4.91
P1348,95,2.66
P1349,526,2.36
P1350,607,1.86
P1351,602,1.84
P1352,332,2.43
P1353,877,3.73
P1354,844,1.43
P1355,236,1.59
P1356,616,3.42
P1357,70,3.99
P1358,449,3.24
P1359,257,2.49
P1360,703,1.81
P1361,815,2.18
P1362,929,2.55
P1363,168,2.54
P1364,181,4.26
P1365,252,3.77
P1366,819,2.94
P1367,269,2.2
P1368,592,1.31
P1369,995,4.77
P1370,781,2.66
P1371,977,3.3
P1372,219,3.79
P1373,744,1.15
P1374,559,1.54
P1375,845,1.4
P1376,565,4.79
P1377,339,1.44
P1378,157,1.22
P1379,684,4.76
P1380,302,3.17
P1381,536,1.66
P1382,48,2.16
P1383,268,5.0
P1384,106,4.42
P1385,255,4.14
P1386,85,3.92
P1387,910,3.21
P1388,920,3.69
P1389,925,2.36
P1390,858,4.85
P1391,753,2.93
P1392,817,2.05
P1393,393,4.14
P1394,237,3.22
P1395,74,3.47
P1396,627,3.53
P1397,894,1.81
P1398,397,1.96
P1399,744,3.92
P1400,835,1.82
P1401,439,3.14
P1402,916,2.44
P1403,47,4.91
P1404,779,3.84
P1405,699,1.62
P1406,376,4.39
P1407,763,2.64
P1408,731,4.38
P1409,348,3.89
P1410,258,2.05
P1411,910,4.63
P1412,339,3.06
P1413,989,1.2
P1414,591,3.82
P1415,748,4.92
P1416,495,1.17
P1417,321,4.61
P1418,670,3.22
P1419,74,4.41
P1420,709,1.35
P1421,555,1.67
P1422,946,2.5
P1423,440,3.52
P1424,519,4.7
P1425,222,1.26
P1426,465,4.42
P1427,92,2.21
P1428,821,2.25
P1429,930,3.59
P1430,204,1.46
P1431,628,2.41
P1432,68,2.17
P1433,103,3.87
P1434,122,1.97
P1435,639,4.34
P1436,950,4.23
P1437,23,4.05
P1438,369,4.91
P1439,576,2.87
P1440,508,4.76
P1441,494,2.4
P1442,529,4.05
P1443,453,1.92
P1444,705,2.21
P1445,311,1.82
P1446,39,3.31
P1447,771,2.22
P1448,566,1.06
P1449,251,2.58
P1450,205,2.31
P1451,215,2.02
P1452,775,3.36
P1453,985,3.27
P1454,8,4.8
P1455,633,1.74
P1456,199,2.15
P1457,429,2.87
P1458,259,2.69
P1459,778,4.78
P1460,457,4.18
P1461,318,3.06
P1462,466,4.49
P1463,59,2.36
P1464,845,4.36
P1465,764,2.55
P1466,853,1.16
P1467,597,2.25
P1468,764,3.09
P1469,885,1.42
P1470,337,3.29
P1471,48,2.54
P1472,312,3.13
P1473,554,1.35
P1474,619,4.02
P1475,512,1.37
P1476,315,3.44
P1477,202,3.64
P1478,815,1.92
P1479,959,4.07
P1480,860,2.69
P1481,776,4.57
P1482,243,3.34
P1483,979,1.67
P1484,827,2.06
P1485,813,1.09
P1486,86,3.77
P1487,291,2.73
P1488,154,2.7
P1489,446,2.52
P1490,161,4.23
P1491,111,3.59
P1492,691,2.75
P1493,107,3.89
P1494,279,4.4
P1495,323,2.95
P1496,918,4.47
