id,sales_volume,user_rating
P301,605,4.18
P302,776,4.82
P303,357,2.82
P304,886,1.42
P305,560,4.06
P306,72,4.59
P307,495,4.28
P308,191,4.35
P309,484,3.59
P310,321,4.52
P311,425,1.13
P312,328,2.42
P313,300,1.16
P314,855,2.35
P315,564,1.17
P316,642,1.8
P317,882,4.76
P318,17,4.0
P319,229,4.62
P320,783,1.97
P321,463,4.28
P322,711,4.64
P323,540,4.73
P324,789,1.58
P325,684,2.91
P326,480,3.07
P327,440,4.57
P328,304,1.44
P329,296,4.92
P330,570,3.84
P331,303,4.85
P332,881,4.5
P333,802,3.86
P334,64,4.06
P335,77,2.72
P336,294,3.16
P337,22,4.94
P338,285,1.93
P339,834,4.11
P340,6,4.19
P341,523,1.72
P342,224,1.25
P343,91,1.54
P344,899,1.31
P345,372,4.7
P346,350,3.09
P347,819,2.18
P348,475,2.04
P349,9,3.06
P350,656,2.96
P351,2,2.66
P352,696,3.57
P353,669,2.24
P354,559,3.61
P355,482,1.94
P356,923,2.24
P357,42,1.6
P358,173,2.61
P359,203,4.48
P360,378,3.81
P361,367,1.92
P362,452,3.2
P363,543,1.95
P364,324,4.37
P365,805,1.66
P366,652,4.11
P367,194,3.14
P368,516,3.0
P369,632,4.5
P370,117,1.2
P371,174,1.34
P372,76,3.77
P373,454,1.35
P374,630,4.89
P375,986,4.03
P376,692,4.9
P377,340,3.42
P378,26,3.81
P379,510,2.17
P380,248,4.69
P381,627,3.87
P382,465,3.82
P383,876,4.77
P384,323,2.8
P385,54,4.91
P386,234,4.71
P387,609,4.03
P388,323,1.86
P389,539,4.01
P390,248,4.09
P391,425,1.24
P392,816,3.22
P393,124,1.29
P394,162,3.55
P395,575,4.77
P396,873,3.34
P397,959,3.36
P398,102,2.41
P399,121,4.13
P400,159,1.93
P401,933,4.01
P402,538,3.07
P403,422,1.65
P404,13,4.49
P405,878,2.92
P406,695,3.28
P407,807,2.25
P408,963,2.67
P409,445,3.05
P410,104,1.33
P411,554,2.26
P412,375,4.27
P413,705,2.89
P414,666,2.25
P415,740,4.04
P416,213,1.16
P417,219,1.19
P418,939,2.5
P419,315,2.95
P420,72,4.13
P421,487,3.91
P422,864,4.16
P423,691,4.93
P424,320,4.52
P425,104,1.99
P426,207,3.24
P427,650,4.06
P428,164,3.46
P429,699,4.02
P430,798,2.39
P431,689,2.47
P432,910,4.3
P433,652,2.85
P434,793,2.09
P435,41,1.9
P436,47,3.39
P437,1000,4.87
P438,823,1.39
P439,520,4.92
P440,922,3.89
P441,870,3.66
P442,23,1.27
P443,31,2.95
P444,96,1.62
P445,272,3.73
P446,943,3.7
P447,343,1.23
P448,911,4.66
P449,811,1.57
P450,607,2.98
P451,675,2.81
P452,638,1.13
P453,141,4.83
P454,779,1.55
P455,208,2.26
P456,390,2.31
P457,911,4.3
P458,829,1.04
P459,882,4.32
P460,509,3.77
P461,554,3.13
P462,395,2.2
P463,572,1.45
P464,523,1.77
P465,616,3.41
P466,670,4.96
P467,198,2.81
P468,235,4.03
P469,671,1.5
P470,255,2.2
P471,672,4.13
P472,378,2.73
P473,736,4.35
P474,93,4.97
P475,791,1.16
P476,255,2.23
P477,946,3.64
P478,640,4.42
P479,222,4.69
P480,237,1.2
P481,415,4.25
P482,487,1.47
P483,290,2.43
P484,937,4.57
P485,159,1.83
P486,52,2.71
P487,427,4.24
P488,377,2.09
P489,530,3.96
P490,736,1.41
P491,470,1.08
P492,823,2.71
P493,963,4.89
P494,465,2.83
P495,534,3.2
P496,832,3.74
P497,743,4.15
P498,572,4.08
P499,177,2.0
P500,430,3.94
P501,269,3.65
P502,696,4.92
P503,576,2.69
P504,323,2.42
P505,652,3.92
P506,194,4.16
P507,316,3.95
P508,32,4.31
P509,216,3.58
P510,258,2.85
P511,827,2.57
P512,364,2.18
P513,779,1.54
P514,444,3.04
P515,877,2.72
P516,945,1.57
P517,275,1.18
P518,3,2.85
P519,446,3.24
P520,79,3.55
P521,629,3.25
P522,252,2.02
P523,985,4.02
P524,742,1.42
P525,53,2.91
P526,994,1.67
P527,128,4.91
P528,149,1.95
P529,718,1.82
P530,47,1.08
P531,481,2.0
P532,539,1.93
P533,229,1.89
P534,157,4.5
P535,814,4.29
P536,432,1.72
P537,559,3.19
P538,828,4.57
P539,608,3.33
P540,368,1.17
P541,603,2.64
P542,618,2.97
P543,225,3.71
P544,925,3.33
P545,883,4.22
P546,359,3.78
P547,533,1.39
P548,443,4.32
P549,683,3.79
P550,583,4.49
P551,29,3.63
P552,922,1.46
P553,643,4.13
P554,35,2.51
P555,947,1.99
P556,561,4.76
P557,735,2.07
P558,418,2.57
P559,717,2.84
P560,74,4.09
P561,625,1.6
P562,668,3.42
P563,726,4.25
P564,694,1.8
P565,588,4.09
P566,746,4.6
P567,326,1.3
P568,782,4.62
P569,818,1.48
P570,376,2.61
P571,53,2.67
P572,378,3.53
P573,215,3.27
P574,692,4.68
P575,142,3.59
P576,936,1.53
P577,622,3.75
P578,760,1.51
P579,224,3.23
P580,380,4.46
P581,808,1.24
P582,632,4.21
P583,524,3.85
P584,463,3.75
P585,199,4.74
P586,170,3.43
P587,580,4.92
P588,297,4.71
P589,883,3.59
P590,162,4.33
P591,47,1.38
P592,867,3.77
P593,853,4.4
P594,829,2.62
P595,45,3.54
P596,723,4.97
P597,175,4.98
P598,969,3.58
P599,829,1.11
P600,616,1.08
P601,137,1.59
P602,876,2.46
P603,710,2.46
P604,848,3.7
P605,392,1.25
P606,804,3.39
P607,98,3.34
P608,732,4.4
P609,676,1.03
P610,464,3.07
P611,445,1.84
P612,46,4.16
P613,963,2.29
P614,34,4.93
P615,494,2.93
P616,542,2.12
P617,426,1.02
P618,636,2.41
P619,788,3.55
P620,43,2.79
P621,260,4.43
P622,38,4.49
P623,566,1.99
P624,857,2.9
P625,901,2.38
P626,82,4.91
P627,181,2.79
P628,47,2.85
P629,133,4.02
P630,629,1.44
P631,997,1.84
P632,46,2.06
P633,660,1.78
P634,238,2.5
P635,58,2.71
P636,688,4.05
P637,497,2.76
P638,795,1.27
P639,120,3.62
P640,964,1.1
P641,597,3.26
P642,948,4.88
P643,120,3.37
P644,110,1.45
P645,750,1.3
P646,744,2.37
P647,924,1.8
P648,450,1.99
P649,693,4.46
P650,808,3.39
P651,673,1.91
P652,777,3.11
P653,656,1.54
P654,225,2.45
P655,817,4.5
P656,610,4.59
P657,494,4.86
P658,667,4.47
P659,847,3.04
P660,436,2.88
P661,439,2.41
P662,946,2.19
P663,282,1.15
P664,294,2.15
P665,278,2.17
P666,426,4.13
P667,434,2.1
P668,895,3.24
P669,489,3.73
P670,827,1.3
P671,108,4.11
P672,735,4.5
P673,384,1.8
P674,620,4.52
P675,879,2.28
P676,537,2.53
P677,232,2.79
P678,840,3.9
P679,423,1.27
P680,185,2.2
P681,725,4.9
P682,795,4.93
P683,254,1.43
P684,848,3.18
P685,420,4.47
P686,994,1.96
P687,544,1.81
P688,459,3.67
P689,971,2.1
P690,308,3.39
P691,814,2.28
P692,34,2.67
P693,551,4.9
P694,349,2.2
P695,259,3.84
P696,755,2.36
P697,998,1.28
P698,991,1.82
P699,899,4.18
P700,503,4.94
P701,198,4.92
P702,467,2.57
P703,518,1.29
P704,820,2.53
P705,540,1.5
P706,645,3.24
P707,842,3.94
P708,956,3.55
P709,290,3.7
P710,234,4.09
P711,486,4.64
P712,355,3.2
P713,497,3.01
P714,638,4.6
P715,328,2.58
P716,930,4.03
P717,284,4.08
P718,640,3.21
P719,270,2.32
P720,37,3.25
P721,853,3.51
P722,732,4.29
P723,239,3.66
P724,213,1.08
P725,202,4.34
P726,218,1.63
P727,653,4.05
P728,267,3.51
P729,464,3.09
P730,981,2.88
P731,123,4.24
P732,861,3.49
P733,661,4.76
P734,645,2.3
P735,320,4.3
P736,781,2.81
P737,86,2.76
P738,815,3.84
P739,508,4.11
P740,584,1.26
P741,500,1.95
P742,847,2.56
P743,485,2.29
P744,679,4.12
P745,890,3.98
P746,964,1.73
P747,467,3.6
P748,308,4.16
P749,12,4.89
P750,178,4.99
P751,523,1.02
P752,459,2.91
P753,680,1.72
P754,225,1.68
P755,712,1.43
P756,756,4.44
P757,334,1.36
P758,746,4.82
P759,331,1.6
P760,6,2.29
P761,373,4.12
P762,86,3.82
P763,873,1.61
P764,134,3.46
P765,467,2.21
P766,371,3.57
P767,890,1.61
P768,976,2.12
P769,886,1.52
P770,633,3.13
P771,614,3.99
P772,90,4.48
P773,142,4.41
P774,121,2.32
P775,865,2.91
P776,678,2.47
P777,369,4.58
P778,944,3.03
P779,959,2.95
P780,443,3.73
P781,918,4.77
P782,465,1.89
P783,154,3.64
P784,840,1.53
P785,892,2.3
P786,555,1.36
P787,682,1.78
P788,107,4.24
P789,890,2.21
P790,357,4.53
P791,972,4.49
P792,564,4.87
P793,587,3.41
P794,501,3.63
P795,39,3.58
P796,53,1.71
P797,167,4.8
P798,699,1.79
P799,673,1.06
P800,687,3.84
P801,258,3.43
P802,194,4.61
P803,847,4.54
P804,502,3.94
P805,226,3.07
P806,141,1.2
P807,458,1.69
P808,223,3.6
P809,182,2.82
P810,839,2.1
P811,805,1.13
P812,555,3.74
P813,459,4.86
P814,895,1.03
P815,462,1.69
P816,823,4.51
P817,711,1.25
P818,790,4.12
P819,763,2.61
P820,970,3.65
P821,792,1.29
P822,568,1.18
P823,16,1.58
P824,187,2.84
P825,272,3.54
P826,992,3.65
P827,254,4.98
P828,173,1.87
P829,378,1.37
P830,953,1.59
P831,727,2.52
P832,550,3.09
P833,556,4.71
P834,459,2.67
P835,964,3.29
P836,540,2.13
P837,393,1.92
P838,932,4.71
P839,142,1.82
P840,207,3.02
P841,201,4.89
P842,659,1.69
P843,737,1.38
P844,169,1.77
P845,794,2.59
P846,554,4.88
P847,958,1.73
P848,157,3.39
P849,484,2.07
P850,808,3.36
P851,880,4.48
P852,31,3.83
P853,85,2.52
P854,236,2.07
P855,731,4.52
P856,981,4.31
P857,837,1.37
P858,213,2.25
P859,380,1.88
P860,600,1.59
P861,578,1.45
P862,684,4.44
P863,144,2.52
P864,148,2.97
P865,487,4.33
P866,28,3.94
P867,85,3.6
P868,490,1.33
P869,282,4.23
P870,711,3.06
P871,752,4.29
P872,357,4.13
P873,76,2.23
P874,980,4.71
P875,667,3.8
P876,135,1.66
P877,168,1.46
P878,11,2.32
P879,191,4.83
P880,58,3.6
P881,60,2.31
P882,95,2.62
P883,139,3.56
P884,274,1.15
P885,679,4.81
P886,584,3.01
P887,661,2.0
P888,510,4.93
P889,12,3.81
P890,942,4.56
P891,486,2.77
P892,522,3.05
P893,454,4.89
P894,401,4.22
P895,994,4.56
P896,239,3.41
P897,232,3.82
P898,679,2.24
P899,736,1.25
P900,946,3.97
P901,556,1.1
P902,697,1.37
P903,128,2.15
P904,793,2.06
P905,207,4.85
P906,207,3.7
P907,189,2.3
P908,597,4.92
P909,587,3.6
P910,848,3.52
P911,246,2.61
P912,932,2.15
P913,969,2.18
P914,931,1.21
P915,229,4.83
P916,687,2.04
P917,251,2.17
P918,476,3.08
P919,415,2.18
P920,171,3.7
P921,217,4.49
P922,745,2.33
P923,518,2.31
P924,222,2.24
P925,339,1.68
P926,589,3.09
P927,729,2.9
P928,43,4.04
P929,998,3.95
P930,401,2.21
P931,685,2.36
P932,214,4.72
P933,620,3.55
P934,985,3.3
P935,658,4.0
P936,381,4.63
P937,616,4.73
P938,669,4.93
P939,300,1.93
P940,661,1.75
P941,231,2.02
P942,178,2.97
P943,641,1.95
P944,245,1.42
P945,875,3.62
P946,930,3.32
P947,17,1.83
P948,685,1.82
P949,998,2.94
P950,241,1.97
P951,670,1.89
P952,195,1.28
P953,820,2.05
P954,593,3.01
P955,835,2.24
P956,424,4.18
P957,430,3.34
P958,67,3.66
P959,822,4.07
P960,569,4.49
P961,921,1.6
P962,531,2.36
P963,69,2.8
P964,214,1.79
P965,201,3.55
P966,953,1.02
P967,38,2.93
P968,243,4.91
P969,652,1.35
P970,253,4.6
P971,332,3.17
P972,999,2.79
P973,342,2.91
P974,886,1.58
P975,128,1.06
P976,329,1.04
P977,135,2.04
P978,710,4.07
P979,159,2.72
P980,186,3.5
P981,325,4.94
P982,618,1.01
P983,923,3.4
P984,165,3.35
P985,911,1.93
P986,259,4.17
P987,187,2.77
P988,190,2.18
P989,630,2.73
P990,647,1.67
P991,663,3.81
P992,65,3.18
P993,793,1.22
P994,475,2.75
P995,109,4.41
P996,104,3.1
P997,751,4.17
P998,164,2.13
P999,839,4.14
